Pixel-X	Pixel-Y	Longitude	Latitude	sst	qual_sst
34.5	9.5	47.29867044614556	31.924114477439005	34.989998	0
35.5	9.5	47.34037099616144	31.924114477439005	34.695	0
36.5	9.5	47.38207154617732	31.924114477439005	33.899998	0
34.5	10.5	47.29867044614556	31.882442349293193	34.989998	0
35.5	10.5	47.34037099616144	31.882442349293193	34.695	0
36.5	10.5	47.38207154617732	31.882442349293193	33.899998	0
41.5	16.5	47.59057429625675	31.632409580418322	24.43	0
42.5	16.5	47.63227484627264	31.632409580418322	24.43	0
41.5	17.5	47.59057429625675	31.59073745227251	24.43	0
42.5	17.5	47.63227484627264	31.59073745227251	24.43	0
43.5	17.5	47.67397539628852	31.59073745227251	24.535	0
44.5	17.5	47.7156759463044	31.59073745227251	24.535	0
43.5	18.5	47.67397539628852	31.549065324126698	24.535	0
44.5	18.5	47.7156759463044	31.549065324126698	24.535	0
34.5	24.5	47.29867044614556	31.299032555251824	30.42	0
35.5	24.5	47.34037099616144	31.299032555251824	30.42	0
34.5	25.5	47.29867044614556	31.257360427106015	30.42	0
35.5	25.5	47.34037099616144	31.257360427106015	30.42	0
16.5	38.5	46.54806054585963	30.715622761210458	29.89	0
17.5	38.5	46.58976109587551	30.715622761210458	29.89	0
18.5	38.5	46.6314616458914	30.715622761210458	29.89	0
16.5	39.5	46.54806054585963	30.673950633064646	29.89	0
17.5	39.5	46.58976109587551	30.673950633064646	29.9	0
18.5	39.5	46.6314616458914	30.673950633064646	30.09	0
16.5	40.5	46.54806054585963	30.632278504918833	29.925	0
17.5	40.5	46.58976109587551	30.632278504918833	29.925	0
18.5	40.5	46.6314616458914	30.632278504918833	29.925	0
38.5	40.5	47.46547264620909	30.632278504918833	33.925	0
39.5	40.5	47.507173196224976	30.632278504918833	33.965	0
38.5	41.5	47.46547264620909	30.59060637677302	34.03	0
39.5	41.5	47.507173196224976	30.59060637677302	34.63	0
38.5	42.5	47.46547264620909	30.54893424862721	35.925	0
39.5	42.5	47.507173196224976	30.54893424862721	35.925	0
78.5	44.5	49.13349464684449	30.465589992335584	24.875	0
79.5	44.5	49.17519519686038	30.465589992335584	25.005	0
80.5	44.5	49.21689574687626	30.465589992335584	25.064999	0
75.5	45.5	49.008392996796836	30.42391786418977	26.615	0
76.5	45.5	49.05009354681272	30.42391786418977	26.439999	0
77.5	45.5	49.09179409682861	30.42391786418977	24.539999	0
78.5	45.5	49.13349464684449	30.42391786418977	24.595	0
79.5	45.5	49.17519519686038	30.42391786418977	24.71	0
80.5	45.5	49.21689574687626	30.42391786418977	24.904999	0
81.5	45.5	49.258596296892144	30.42391786418977	27.08	0
75.5	46.5	49.008392996796836	30.382245736043963	26.615	0
76.5	46.5	49.05009354681272	30.382245736043963	26.135	0
77.5	46.5	49.09179409682861	30.382245736043963	24.41	0
78.5	46.5	49.13349464684449	30.382245736043963	24.31	0
79.5	46.5	49.17519519686038	30.382245736043963	24.734999	0
80.5	46.5	49.21689574687626	30.382245736043963	24.99	0
81.5	46.5	49.258596296892144	30.382245736043963	26.57	0
66.5	47.5	48.633088046653874	30.34057360789815	29.224998	0
67.5	47.5	48.67478859666976	30.34057360789815	29.189999	0
72.5	47.5	48.88329134674918	30.34057360789815	23.21	0
73.5	47.5	48.924991896765064	30.34057360789815	23.42	0
74.5	47.5	48.966692446780954	30.34057360789815	23.574999	0
75.5	47.5	49.008392996796836	30.34057360789815	23.644999	0
76.5	47.5	49.05009354681272	30.34057360789815	23.22	0
77.5	47.5	49.09179409682861	30.34057360789815	23.17	0
79.5	47.5	49.17519519686038	30.34057360789815	27.17	0
80.5	47.5	49.21689574687626	30.34057360789815	25.435	0
81.5	47.5	49.258596296892144	30.34057360789815	25.14	0
66.5	48.5	48.633088046653874	30.298901479752338	27.859999	0
67.5	48.5	48.67478859666976	30.298901479752338	28.14	0
72.5	48.5	48.88329134674918	30.298901479752338	23.46	0
73.5	48.5	48.924991896765064	30.298901479752338	23.595	0
74.5	48.5	48.966692446780954	30.298901479752338	23.755	0
75.5	48.5	49.008392996796836	30.298901479752338	23.97	0
76.5	48.5	49.05009354681272	30.298901479752338	26.555	0
72.5	49.5	48.88329134674918	30.257229351606526	23.734999	0
73.5	49.5	48.924991896765064	30.257229351606526	23.9	0
74.5	49.5	48.966692446780954	30.257229351606526	24.07	0
75.5	49.5	49.008392996796836	30.257229351606526	24.234999	0
76.5	49.5	49.05009354681272	30.257229351606526	25.904999	0
77.5	49.5	49.09179409682861	30.257229351606526	23.625	0
78.5	49.5	49.13349464684449	30.257229351606526	23.71	0
79.5	49.5	49.17519519686038	30.257229351606526	23.785	0
73.5	50.5	48.924991896765064	30.215557223460713	24.505	0
74.5	50.5	48.966692446780954	30.215557223460713	24.46	0
75.5	50.5	49.008392996796836	30.215557223460713	24.279999	0
76.5	50.5	49.05009354681272	30.215557223460713	24.115	0
77.5	50.5	49.09179409682861	30.215557223460713	23.775	0
78.5	50.5	49.13349464684449	30.215557223460713	23.93	0
79.5	50.5	49.17519519686038	30.215557223460713	23.93	0
80.5	50.5	49.21689574687626	30.215557223460713	23.705	0
81.5	50.5	49.258596296892144	30.215557223460713	22.975	0
96.5	50.5	49.88410454713042	30.215557223460713	24.22	0
97.5	50.5	49.92580509714631	30.215557223460713	24.225	0
98.5	50.5	49.96750564716219	30.215557223460713	24.23	0
99.5	50.5	50.009206197178074	30.215557223460713	24.05	0
100.5	50.5	50.05090674719396	30.215557223460713	24.015	0
101.5	50.5	50.092607297209845	30.215557223460713	24.005	0
